#TYPE Microsoft.Management.Infrastructure.CimInstance#ROOT/Microsoft/Windows/Defender/MSFT_MpComputerStatus
"AMEngineVersion","AMProductVersion","AMRunningMode","AMServiceEnabled","AMServiceVersion","AntispywareEnabled","AntispywareSignatureAge","AntispywareSignatureLastUpdated","AntispywareSignatureVersion","AntivirusEnabled","AntivirusSignatureAge","AntivirusSignatureLastUpdated","AntivirusSignatureVersion","BehaviorMonitorEnabled","ComputerID","ComputerState","DefenderSignaturesOutOfDate","DeviceControlDefaultEnforcement","DeviceControlPoliciesLastUpdated","DeviceControlState","FullScanAge","FullScanEndTime","FullScanOverdue","FullScanRequired","FullScanSignatureVersion","FullScanStartTime","IoavProtectionEnabled","IsTamperProtected","IsVirtualMachine","LastFullScanSource","LastQuickScanSource","NISEnabled","NISEngineVersion","NISSignatureAge","NISSignatureLastUpdated","NISSignatureVersion","OnAccessProtectionEnabled","ProductStatus","QuickScanAge","QuickScanEndTime","QuickScanOverdue","QuickScanSignatureVersion","QuickScanStartTime","RealTimeProtectionEnabled","RealTimeScanDirection","RebootRequired","TamperProtectionSource","TDTMode","TDTStatus","TDTTelemetry","TroubleShootingDailyMaxQuota","TroubleShootingDailyQuotaLeft","TroubleShootingEndTime","TroubleShootingExpirationLeft","TroubleShootingMode","TroubleShootingModeSource","TroubleShootingQuotaResetTime","TroubleShootingStartTime","PSComputerName"
"1.1.19300.2","4.18.2205.7","Normal","True","4.18.2205.7","True","0","23/06/2022 01:53:49","1.369.108.0","True","0","23/06/2022 01:53:49","1.369.108.0","True","6B3F3290-BE9C-447E-B7AB-C92E90CCE369","0","False","Unknown","23/06/2022 10:32:19","Disabled","4294967295",,"False","False","",,"True","True","False","0","2","True","1.1.19300.2","0","23/06/2022 01:53:49","1.369.108.0","True","524288","0","23/06/2022 10:32:18","False","1.369.108.0","23/06/2022 10:30:59","True","0","False","Signatures","rsw","Enabled","Disabled","","","","","","","","",
